id,attributes/0/trait_type,attributes/0/value,attributes/1/trait_type,attributes/1/value,attributes/2/trait_type,attributes/2/value,attributes/3/trait_type,attributes/3/value,attributes/4/trait_type,attributes/4/value,attributes/5/trait_type,attributes/5/value
503,Planet,Ozara South,Object,Cristallian Bow,Rarity,21,Inhabitant,Cristallian F,Light,Clear,Weather,Clear
504,Planet,Ozara North,Object,Battle Axe,Rarity,1,Inhabitant,Gredican M,Light,Bright,Weather,Desert dust
505,Planet,Ozara North,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Pampan F,Light,Bright,Weather,Clear
506,Planet,Ozara North,Object,Battle Axe,Rarity,1,Inhabitant,Sindarin M,Light,Bright,Weather,Clear
507,Planet,Ozara South,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Cruthan M,Light,Bright,Weather,Clear
508,Planet,Ozara South,Object,Cristallian Sword,Rarity,29,Inhabitant,Cristallian M,Light,Clear,Weather,Clear
509,Planet,Ozara South,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Ozaran M,Light,Bright,Weather,Clear
510,Planet,Ozara North,Object,Staff of Zando,Rarity,16,Inhabitant,Kitan F,Light,Noonlight,Weather,Clear
511,Planet,Ozara North,Object,Cristallian Bow,Rarity,21,Inhabitant,Pampan F,Light,Noonlight,Weather,Clear
512,Planet,Ozara North,Object,Battle Axe,Rarity,1,Inhabitant,Cristallian F,Light,Noonlight,Weather,Clear
513,Planet,Ozara North,Object,Royal Ozaran Bow,Rarity,22,Inhabitant,Cruthan M,Light,Bright,Weather,Clear
514,Planet,Ozara South,Object,Battle Axe,Rarity,1,Inhabitant,Pampan M,Light,Clear,Weather,Desert winds
515,Planet,Ozara North,Object,Lusan Water Saber,Rarity,26,Inhabitant,Lusan F,Light,Ozaran sun,Weather,Clear
516,Planet,Ozara North,Object,Pampan Grass Sword,Rarity,27,Inhabitant,Cristallian F,Light,Clear,Weather,Desert dust
517,Planet,Ozara South,Object,Golden Hammer,Rarity,3,Inhabitant,Gredican M,Light,Bright,Weather,Clear
518,Planet,Ozara South,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Kitan M,Light,Clear,Weather,Desert dust
519,Planet,Ozara South,Object,Ice Cleaver,Rarity,8,Inhabitant,Pampan F,Light,Clear,Weather,Desert dust
520,Planet,Ozara South,Object,SST Fishing Pole,Rarity,30,Inhabitant,Cristallian M,Light,Clear,Weather,Clear
521,Planet,Ozara North,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Minasan M,Light,Bright,Weather,Desert dust
522,Planet,Ozara South,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Zandoan M,Light,Ozaran sun,Weather,Clear
523,Planet,Ozara South,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Minasan F,Light,Clear,Weather,Clear
524,Planet,Ozara South,Object,Staff of Zando,Rarity,16,Inhabitant,Minasan M,Light,Clear,Weather,Clear
525,Planet,Ozara North,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Gredican F,Light,Clear,Weather,Clear
526,Planet,Ozara North,Object,Golden Hammer,Rarity,3,Inhabitant,Kitan F,Light,Bright,Weather,Desert dust
527,Planet,Ozara South,Object,Cristallian Staff,Rarity,12,Inhabitant,Gredican F,Light,Clear,Weather,Clear
528,Planet,Ozara South,Object,Staff of Zando,Rarity,16,Inhabitant,Lusan F,Light,Ozaran sun,Weather,Clear
529,Planet,Ozara North,Object,Ice Cleaver,Rarity,8,Inhabitant,Kitan F,Light,Clear,Weather,Clear
530,Planet,Ozara South,Object,Golden Hammer,Rarity,3,Inhabitant,Gredican M,Light,Noonlight,Weather,Desert dust
531,Planet,Ozara North,Object,SST Fishing Pole,Rarity,30,Inhabitant,Cristallian M,Light,Clear,Weather,Clear
532,Planet,Ozara North,Object,Golden Hammer,Rarity,3,Inhabitant,Cruthan M,Light,Ozaran sun,Weather,Clear
533,Planet,Ozara South,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Sindarin F,Light,Noonlight,Weather,Desert dust
534,Planet,Ozara South,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Zandoan M,Light,Noonlight,Weather,Desert dust
535,Planet,Ozara South,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Cruthan F,Light,Bright,Weather,Clear
536,Planet,Ozara North,Object,The Eternal Torch,Rarity,4,Inhabitant,Kitan M,Light,Ozaran sun,Weather,Clear
537,Planet,Ozara South,Object,The Eternal Torch,Rarity,4,Inhabitant,Cruthan M,Light,Clear,Weather,Clear
538,Planet,Ozara South,Object,Cristallian Sword,Rarity,29,Inhabitant,Kitan F,Light,Ozaran sun,Weather,Desert winds
539,Planet,Ozara South,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Minasan M,Light,Noonlight,Weather,Clear
540,Planet,Ozara North,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Minasan F,Light,Clear,Weather,Clear
541,Planet,Ozara North,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Minasan F,Light,Clear,Weather,Clear
542,Planet,Ozara South,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Minasan M,Light,Noonlight,Weather,Desert winds
543,Planet,Ozara North,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Zandoan F,Light,Ozaran sun,Weather,Desert dust
544,Planet,Ozara South,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Cristallian M,Light,Bright,Weather,Clear
545,Planet,Ozara South,Object,Ozaran Blaster,Rarity,34,Inhabitant,Lusan M,Light,Clear,Weather,Clear
546,Planet,Ozara South,Object,Cristallian Bow,Rarity,21,Inhabitant,Minasan F,Light,Ozaran sun,Weather,Clear
547,Planet,Ozara South,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Cristallian M,Light,Noonlight,Weather,Clear
548,Planet,Ozara North,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Kitan M,Light,Clear,Weather,Clear
549,Planet,Ozara South,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Cruthan M,Light,Bright,Weather,Clear
550,Planet,Ozara North,Object,Battle Axe,Rarity,1,Inhabitant,Minasan F,Light,Bright,Weather,Clear
551,Planet,Ozara North,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Minasan M,Light,Clear,Weather,Clear
552,Planet,Ozara North,Object,Gredican Sword,Rarity,28,Inhabitant,Cristallian M,Light,Clear,Weather,Clear
553,Planet,Ozara North,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Cruthan M,Light,Noonlight,Weather,Desert winds
554,Planet,Ozara North,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Minasan F,Light,Noonlight,Weather,Clear
555,Planet,Ozara North,Object,The Eternal Torch,Rarity,4,Inhabitant,Pampan M,Light,Clear,Weather,Clear
556,Planet,Ozara South,Object,Lusan Water Saber,Rarity,26,Inhabitant,Pampan F,Light,Ozaran sun,Weather,Clear
557,Planet,Ozara North,Object,Pampan Grass Sword,Rarity,27,Inhabitant,Zandoan M,Light,Clear,Weather,Clear
558,Planet,Ozara South,Object,Pampan Grass Sword,Rarity,27,Inhabitant,Gredican M,Light,Bright,Weather,Clear
559,Planet,Ozara South,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Ozaran F,Light,Bright,Weather,Clear
560,Planet,Ozara South,Object,Cristallian Sword,Rarity,29,Inhabitant,Cruthan M,Light,Clear,Weather,Clear
561,Planet,Ozara North,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Cristallian M,Light,Clear,Weather,Desert dust
562,Planet,Ozara North,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Cristallian F,Light,Bright,Weather,Desert dust
563,Planet,Ozara South,Object,Royal Ozaran Bow,Rarity,22,Inhabitant,Zandoan F,Light,Noonlight,Weather,Clear
564,Planet,Ozara North,Object,Minasan Bow,Rarity,18,Inhabitant,Ozaran M,Light,Bright,Weather,Desert dust
565,Planet,Ozara South,Object,Golden Hammer,Rarity,3,Inhabitant,Sindarin F,Light,Clear,Weather,Clear
566,Planet,Ozara South,Object,Kitan Ice Staff,Rarity,11,Inhabitant,Zandoan M,Light,Clear,Weather,Clear
567,Planet,Ozara North,Object,Minasan Ore Sword,Rarity,23,Inhabitant,Ozaran F,Light,Clear,Weather,Clear
568,Planet,Ozara North,Object,Cristallian Bow,Rarity,21,Inhabitant,Gredican F,Light,Clear,Weather,Desert winds
569,Planet,Ozara South,Object,Quartz Ray Gun,Rarity,32,Inhabitant,Kitan M,Light,Bright,Weather,Clear
570,Planet,Ozara North,Object,Gredican Power Staff,Rarity,17,Inhabitant,Cristallian M,Light,Noonlight,Weather,Desert dust
571,Planet,Ozara North,Object,Cristallian Staff,Rarity,12,Inhabitant,Kitan M,Light,Clear,Weather,Clear
572,Planet,Ozara North,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Kitan M,Light,Clear,Weather,Clear
573,Planet,Ozara North,Object,Minasan Ore Sword,Rarity,23,Inhabitant,Minasan M,Light,Bright,Weather,Clear
574,Planet,Ozara North,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Pampan M,Light,Clear,Weather,Clear
575,Planet,Ozara North,Object,Royal Ozaran Bow,Rarity,22,Inhabitant,Cruthan F,Light,Ozaran sun,Weather,Clear
576,Planet,Ozara South,Object,Cristallian Sword,Rarity,29,Inhabitant,Cristallian F,Light,Noonlight,Weather,Desert dust
577,Planet,Ozara North,Object,The Eternal Torch,Rarity,4,Inhabitant,Cruthan M,Light,Bright,Weather,Clear
578,Planet,Ozara South,Object,Minasan Bow,Rarity,18,Inhabitant,Minasan M,Light,Ozaran sun,Weather,Desert dust
579,Planet,Ozara North,Object,Minasan Ore Sword,Rarity,23,Inhabitant,Minasan M,Light,Bright,Weather,Desert dust
580,Planet,Ozara South,Object,Lusan Water Staff,Rarity,10,Inhabitant,Pampan F,Light,Ozaran sun,Weather,Desert dust
581,Planet,Ozara South,Object,Cristallian Bow,Rarity,21,Inhabitant,Gredican F,Light,Noonlight,Weather,Desert winds
582,Planet,Ozara South,Object,Sindarin Fire Staff,Rarity,15,Inhabitant,Kitan M,Light,Ozaran sun,Weather,Desert dust
583,Planet,Ozara South,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Cruthan M,Light,Clear,Weather,Desert winds
584,Planet,Ozara North,Object,Cristallian Staff,Rarity,12,Inhabitant,Gredican F,Light,Noonlight,Weather,Desert dust
585,Planet,Ozara North,Object,Ice Cleaver,Rarity,8,Inhabitant,Pampan F,Light,Bright,Weather,Desert dust
586,Planet,Ozara South,Object,Royal Ozaran Bow,Rarity,22,Inhabitant,Cruthan M,Light,Bright,Weather,Clear
587,Planet,Ozara South,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Minasan F,Light,Noonlight,Weather,Desert dust
588,Planet,Ozara South,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Kitan F,Light,Ozaran sun,Weather,Clear
589,Planet,Ozara North,Object,Cruthan Blaster,Rarity,31,Inhabitant,Pampan M,Light,Ozaran sun,Weather,Desert dust
590,Planet,Ozara South,Object,Battle Shovel,Rarity,2,Inhabitant,Pampan F,Light,Noonlight,Weather,Clear
591,Planet,Ozara South,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Minasan F,Light,Bright,Weather,Clear
592,Planet,Ozara South,Object,Battle Shovel,Rarity,2,Inhabitant,Minasan M,Light,Clear,Weather,Desert dust
593,Planet,Ozara North,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Ozaran M,Light,Ozaran sun,Weather,Clear
594,Planet,Ozara South,Object,Battle Shovel,Rarity,2,Inhabitant,Cristallian M,Light,Noonlight,Weather,Clear
595,Planet,Ozara South,Object,Cristallian Staff,Rarity,12,Inhabitant,Minasan M,Light,Clear,Weather,Clear
596,Planet,Ozara North,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Lusan F,Light,Bright,Weather,Clear
597,Planet,Ozara North,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Ozaran M,Light,Ozaran sun,Weather,Desert dust
598,Planet,Ozara North,Object,Lusan Water Staff,Rarity,10,Inhabitant,Lusan M,Light,Bright,Weather,Desert dust
599,Planet,Ozara South,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Pampan M,Light,Ozaran sun,Weather,Clear
600,Planet,Ozara North,Object,Staff of Zando,Rarity,16,Inhabitant,Lusan M,Light,Clear,Weather,Clear
601,Planet,Ozara North,Object,Quartz Ray Gun,Rarity,32,Inhabitant,Sindarin F,Light,Noonlight,Weather,Desert dust
602,Planet,Ozara North,Object,Sindarin Fire Staff,Rarity,15,Inhabitant,Gredican M,Light,Ozaran sun,Weather,Clear
603,Planet,Ozara North,Object,Pampan Grass Sword,Rarity,27,Inhabitant,Sindarin M,Light,Ozaran sun,Weather,Clear
604,Planet,Ozara South,Object,Lusan Water Staff,Rarity,10,Inhabitant,Sindarin F,Light,Noonlight,Weather,Clear
605,Planet,Ozara South,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Ozaran F,Light,Bright,Weather,Clear
606,Planet,Ozara South,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Gredican F,Light,Clear,Weather,Clear
607,Planet,Ozara North,Object,Staff of Zando,Rarity,16,Inhabitant,Kitan F,Light,Bright,Weather,Desert winds
608,Planet,Ozara South,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Minasan F,Light,Ozaran sun,Weather,Clear
609,Planet,Ozara South,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Pampan F,Light,Noonlight,Weather,Clear
610,Planet,Ozara North,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Gredican F,Light,Noonlight,Weather,Desert winds
611,Planet,Ozara North,Object,Ice Cleaver,Rarity,8,Inhabitant,Lusan M,Light,Noonlight,Weather,Desert dust
612,Planet,Ozara South,Object,Sindarin Fire Staff,Rarity,15,Inhabitant,Zandoan F,Light,Clear,Weather,Desert dust
613,Planet,Ozara North,Object,Cruthan Blaster,Rarity,31,Inhabitant,Lusan M,Light,Ozaran sun,Weather,Desert dust
614,Planet,Ozara South,Object,Ice Cleaver,Rarity,8,Inhabitant,Ozaran F,Light,Ozaran sun,Weather,Desert dust
615,Planet,Ozara North,Object,Gredican Sword,Rarity,28,Inhabitant,Lusan F,Light,Bright,Weather,Clear
616,Planet,Ozara North,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Kitan F,Light,Ozaran sun,Weather,Desert winds
617,Planet,Ozara South,Object,Sindarin Fire Bow,Rarity,20,Inhabitant,Lusan F,Light,Bright,Weather,Desert dust
618,Planet,Ozara North,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Gredican F,Light,Noonlight,Weather,Clear
619,Planet,Ozara North,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Zandoan M,Light,Clear,Weather,Clear
620,Planet,Ozara North,Object,Gredican Power Staff,Rarity,17,Inhabitant,Lusan M,Light,Clear,Weather,Desert dust
621,Planet,Ozara North,Object,The Eternal Torch,Rarity,4,Inhabitant,Gredican M,Light,Bright,Weather,Clear
622,Planet,Ozara North,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Zandoan F,Light,Noonlight,Weather,Clear
623,Planet,Ozara South,Object,Sindarin Fire Bow,Rarity,20,Inhabitant,Sindarin F,Light,Bright,Weather,Clear
624,Planet,Ozara North,Object,Gredican Power Staff,Rarity,17,Inhabitant,Minasan M,Light,Clear,Weather,Clear
625,Planet,Ozara South,Object,Kitan Ice Sword,Rarity,25,Inhabitant,Cristallian F,Light,Ozaran sun,Weather,Desert dust
626,Planet,Ozara North,Object,Minasan Bow,Rarity,18,Inhabitant,Cristallian M,Light,Clear,Weather,Clear
627,Planet,Ozara South,Object,Battle Shovel,Rarity,2,Inhabitant,Cristallian F,Light,Noonlight,Weather,Clear
628,Planet,Ozara North,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Cruthan M,Light,Bright,Weather,Clear
629,Planet,Ozara North,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Cristallian F,Light,Clear,Weather,Clear
630,Planet,Ozara North,Object,Cristallian Ray Gun,Rarity,33,Inhabitant,Ozaran M,Light,Clear,Weather,Clear
631,Planet,Ozara South,Object,The Eternal Torch,Rarity,4,Inhabitant,Cristallian F,Light,Bright,Weather,Desert winds
632,Planet,Ozara South,Object,Battle Shovel,Rarity,2,Inhabitant,Cruthan F,Light,Ozaran sun,Weather,Desert dust
633,Planet,Ozara South,Object,Ozaran Death Saber,Rarity,24,Inhabitant,Sindarin M,Light,Bright,Weather,Desert dust
634,Planet,Ozara North,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Minasan F,Light,Ozaran sun,Weather,Clear
635,Planet,Ozara North,Object,The Eternal Torch,Rarity,4,Inhabitant,Minasan M,Light,Ozaran sun,Weather,Desert winds
636,Planet,Ozara South,Object,Ice Cleaver,Rarity,8,Inhabitant,Minasan F,Light,Noonlight,Weather,Clear
637,Planet,Ozara South,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Lusan M,Light,Noonlight,Weather,Clear
638,Planet,Ozara North,Object,Golden Hammer,Rarity,3,Inhabitant,Sindarin F,Light,Ozaran sun,Weather,Desert winds
639,Planet,Ozara North,Object,Ice Cleaver,Rarity,8,Inhabitant,Lusan F,Light,Clear,Weather,Clear
640,Planet,Ozara North,Object,Staff of Zando,Rarity,16,Inhabitant,Lusan F,Light,Noonlight,Weather,Clear
641,Planet,Ozara North,Object,Kitan Ice Sword,Rarity,25,Inhabitant,Cristallian M,Light,Clear,Weather,Clear
642,Planet,Ozara South,Object,Cruthan Blaster,Rarity,31,Inhabitant,Gredican F,Light,Clear,Weather,Clear
643,Planet,Ozara South,Object,The Eternal Torch,Rarity,4,Inhabitant,Sindarin F,Light,Bright,Weather,Desert dust
644,Planet,Ozara North,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Minasan M,Light,Bright,Weather,Clear
645,Planet,Ozara South,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Ozaran M,Light,Bright,Weather,Clear
646,Planet,Ozara South,Object,Royal Ozaran Bow,Rarity,22,Inhabitant,Pampan F,Light,Bright,Weather,Clear
647,Planet,Ozara North,Object,Battle Shovel,Rarity,2,Inhabitant,Lusan M,Light,Ozaran sun,Weather,Clear
648,Planet,Ozara South,Object,Lusan Water Saber,Rarity,26,Inhabitant,Zandoan F,Light,Ozaran sun,Weather,Desert dust
649,Planet,Ozara North,Object,Quartz Ray Gun,Rarity,32,Inhabitant,Ozaran F,Light,Noonlight,Weather,Clear
650,Planet,Ozara South,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Ozaran M,Light,Noonlight,Weather,Clear
651,Planet,Ozara North,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Cristallian M,Light,Ozaran sun,Weather,Clear
652,Planet,Ozara North,Object,Lusan Water Staff,Rarity,10,Inhabitant,Cristallian M,Light,Ozaran sun,Weather,Clear
653,Planet,Ozara South,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Sindarin F,Light,Bright,Weather,Clear
654,Planet,Ozara South,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Ozaran F,Light,Ozaran sun,Weather,Desert dust
655,Planet,Ozara South,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Zandoan M,Light,Noonlight,Weather,Clear
656,Planet,Ozara North,Object,Gredican Power Staff,Rarity,17,Inhabitant,Minasan F,Light,Bright,Weather,Clear
657,Planet,Ozara South,Object,Cristallian Staff,Rarity,12,Inhabitant,Ozaran M,Light,Ozaran sun,Weather,Desert dust
658,Planet,Ozara North,Object,Quartz Ray Gun,Rarity,32,Inhabitant,Gredican F,Light,Ozaran sun,Weather,Clear
659,Planet,Ozara North,Object,Minasan Bow,Rarity,18,Inhabitant,Minasan F,Light,Clear,Weather,Clear
660,Planet,Ozara North,Object,Ozaran Blaster,Rarity,34,Inhabitant,Cruthan M,Light,Ozaran sun,Weather,Desert dust
661,Planet,Ozara South,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Kitan M,Light,Clear,Weather,Clear
662,Planet,Ozara South,Object,Gredican Sword,Rarity,28,Inhabitant,Cruthan F,Light,Noonlight,Weather,Clear
663,Planet,Ozara South,Object,SST Fishing Pole,Rarity,30,Inhabitant,Sindarin M,Light,Ozaran sun,Weather,Clear
664,Planet,Ozara South,Object,Battle Axe,Rarity,1,Inhabitant,Zandoan F,Light,Bright,Weather,Clear
665,Planet,Ozara South,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Lusan F,Light,Ozaran sun,Weather,Clear
666,Planet,Ozara North,Object,The Eternal Torch,Rarity,4,Inhabitant,Minasan M,Light,Noonlight,Weather,Clear
667,Planet,Ozara South,Object,Staff of Zando,Rarity,16,Inhabitant,Sindarin F,Light,Bright,Weather,Clear
668,Planet,Ozara North,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Zandoan F,Light,Bright,Weather,Clear
669,Planet,Ozara South,Object,Cruthan Blaster,Rarity,31,Inhabitant,Pampan M,Light,Ozaran sun,Weather,Clear
670,Planet,Ozara South,Object,Pampan Grass Sword,Rarity,27,Inhabitant,Sindarin M,Light,Ozaran sun,Weather,Clear
671,Planet,Ozara South,Object,Gredican Power Staff,Rarity,17,Inhabitant,Lusan F,Light,Noonlight,Weather,Desert dust
672,Planet,Ozara South,Object,Kitan Ice Sword,Rarity,25,Inhabitant,Zandoan M,Light,Clear,Weather,Clear
673,Planet,Ozara South,Object,Cristallian Bow,Rarity,21,Inhabitant,Lusan F,Light,Bright,Weather,Clear
674,Planet,Ozara South,Object,Cristallian Bow,Rarity,21,Inhabitant,Ozaran F,Light,Bright,Weather,Clear
675,Planet,Ozara North,Object,Lusan Water Saber,Rarity,26,Inhabitant,Lusan F,Light,Clear,Weather,Clear
676,Planet,Ozara North,Object,Cristallian Bow,Rarity,21,Inhabitant,Pampan M,Light,Bright,Weather,Desert dust
677,Planet,Ozara South,Object,Quartz Ray Gun,Rarity,32,Inhabitant,Ozaran F,Light,Noonlight,Weather,Clear
678,Planet,Ozara South,Object,Gredican Sword,Rarity,28,Inhabitant,Cristallian M,Light,Ozaran sun,Weather,Clear
679,Planet,Ozara South,Object,Pampan Grass Sword,Rarity,27,Inhabitant,Pampan M,Light,Clear,Weather,Clear
680,Planet,Ozara North,Object,Cruthan Blaster,Rarity,31,Inhabitant,Lusan F,Light,Clear,Weather,Clear
681,Planet,Ozara North,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Pampan M,Light,Bright,Weather,Clear
682,Planet,Ozara North,Object,Pampan Grass Staff,Rarity,14,Inhabitant,Kitan F,Light,Ozaran sun,Weather,Desert dust
683,Planet,Ozara North,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Minasan M,Light,Ozaran sun,Weather,Desert dust
684,Planet,Ozara South,Object,Gredican Power Staff,Rarity,17,Inhabitant,Ozaran M,Light,Noonlight,Weather,Desert dust
685,Planet,Ozara South,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Zandoan M,Light,Ozaran sun,Weather,Clear
686,Planet,Ozara North,Object,Minasan Bow,Rarity,18,Inhabitant,Lusan F,Light,Noonlight,Weather,Desert winds
687,Planet,Ozara South,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Zandoan M,Light,Noonlight,Weather,Clear
688,Planet,Ozara North,Object,Sindarin Fire Bow,Rarity,20,Inhabitant,Sindarin M,Light,Noonlight,Weather,Desert dust
689,Planet,Ozara North,Object,Golden Hammer,Rarity,3,Inhabitant,Zandoan F,Light,Noonlight,Weather,Clear
690,Planet,Ozara South,Object,Gredican Power Staff,Rarity,17,Inhabitant,Minasan F,Light,Ozaran sun,Weather,Clear
691,Planet,Ozara North,Object,Cruthan Death Mace,Rarity,5,Inhabitant,Cristallian M,Light,Clear,Weather,Desert dust
692,Planet,Ozara South,Object,Sindarin Fire Bow,Rarity,20,Inhabitant,Sindarin F,Light,Clear,Weather,Clear
693,Planet,Ozara South,Object,Kitan Ice Staff,Rarity,11,Inhabitant,Sindarin M,Light,Noonlight,Weather,Desert dust
694,Planet,Ozara South,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Kitan F,Light,Clear,Weather,Desert dust
695,Planet,Ozara South,Object,Ozaran Sand Staff,Rarity,13,Inhabitant,Pampan F,Light,Noonlight,Weather,Desert dust
696,Planet,Ozara North,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Gredican F,Light,Clear,Weather,Desert winds
697,Planet,Ozara North,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Kitan F,Light,Noonlight,Weather,Clear
698,Planet,Ozara South,Object,The Eternal Torch,Rarity,4,Inhabitant,Cruthan F,Light,Clear,Weather,Desert dust
699,Planet,Ozara South,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Minasan M,Light,Clear,Weather,Clear
700,Planet,Ozara North,Object,Ice Cleaver,Rarity,8,Inhabitant,Lusan M,Light,Clear,Weather,Clear
701,Planet,Ozara North,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Cristallian F,Light,Noonlight,Weather,Clear
702,Planet,Ozara North,Object,Lusan Xtreme Soaker,Rarity,36,Inhabitant,Ozaran M,Light,Bright,Weather,Clear
703,Planet,Ozara South,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Cristallian M,Light,Ozaran sun,Weather,Desert dust
704,Planet,Ozara North,Object,Golden Hammer,Rarity,3,Inhabitant,Sindarin F,Light,Noonlight,Weather,Clear
705,Planet,Ozara North,Object,Ancient Lusan Trident,Rarity,7,Inhabitant,Sindarin F,Light,Ozaran sun,Weather,Clear
706,Planet,Ozara North,Object,Battle Shovel,Rarity,2,Inhabitant,Cruthan M,Light,Noonlight,Weather,Desert winds
707,Planet,Ozara South,Object,Battle Shovel,Rarity,2,Inhabitant,Cruthan F,Light,Bright,Weather,Clear
708,Planet,Ozara South,Object,Battle Axe,Rarity,1,Inhabitant,Pampan M,Light,Ozaran sun,Weather,Clear
709,Planet,Ozara North,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Kitan M,Light,Ozaran sun,Weather,Desert dust
710,Planet,Ozara South,Object,Sindarin Fire Staff,Rarity,15,Inhabitant,Cristallian M,Light,Noonlight,Weather,Clear
711,Planet,Ozara South,Object,Golden Hammer,Rarity,3,Inhabitant,Gredican F,Light,Bright,Weather,Clear
712,Planet,Ozara South,Object,Kitan Ice Sword,Rarity,25,Inhabitant,Kitan M,Light,Clear,Weather,Clear
713,Planet,Ozara North,Object,Battle Axe,Rarity,1,Inhabitant,Ozaran M,Light,Noonlight,Weather,Clear
714,Planet,Ozara North,Object,Battle Axe,Rarity,1,Inhabitant,Gredican M,Light,Ozaran sun,Weather,Clear
715,Planet,Ozara North,Object,Staff of Zando,Rarity,16,Inhabitant,Ozaran F,Light,Bright,Weather,Desert dust
716,Planet,Ozara North,Object,Cristallian Bow,Rarity,21,Inhabitant,Cruthan M,Light,Bright,Weather,Clear
717,Planet,Ozara South,Object,Gredican Power Staff,Rarity,17,Inhabitant,Zandoan F,Light,Ozaran sun,Weather,Clear
718,Planet,Ozara South,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Zandoan M,Light,Noonlight,Weather,Clear
719,Planet,Ozara North,Object,Ozaran Bone Axe,Rarity,6,Inhabitant,Ozaran F,Light,Noonlight,Weather,Clear
720,Planet,Ozara South,Object,Minasan Ore Staff,Rarity,9,Inhabitant,Minasan M,Light,Clear,Weather,Clear
721,Planet,Ozara South,Object,Cristallian Staff,Rarity,12,Inhabitant,Minasan M,Light,Noonlight,Weather,Clear
722,Planet,Ozara North,Object,Kitan Ice Bow,Rarity,19,Inhabitant,Pampan M,Light,Ozaran sun,Weather,Clear
723,Planet,Ozara South,Object,Gredican Power Staff,Rarity,17,Inhabitant,Pampan M,Light,Ozaran sun,Weather,Desert dust
